entry,bandgap_energy_ev,dataset,formation_energy_ev_natom,id,lattice_angle_alpha_degree,lattice_angle_beta_degree,lattice_angle_gamma_degree,lattice_vector_1_ang,lattice_vector_2_ang,lattice_vector_3_ang,number_of_total_atoms,percent_atom_al,percent_atom_ga,percent_atom_in,spacegroup
708,0.2022,train,0.3287,709,90.0277,88.1847,120.008,6.1377,6.1351,15.0644,40,0.0625,0.625,0.3125,227
709,1.3463,train,0.0885,710,89.9983,89.9989,90.0001,5.3995,9.22,9.8402,40,0,0.5,0.5,33
710,1.1048,train,0.0816,711,90.0008,90.0009,89.9989,10.1125,10.1124,10.1127,80,0.0938,0.0625,0.8438,206
711,2.936,train,0.2404,712,90.0021,90.0029,89.9986,9.3096,9.309,9.3093,80,0.6875,0.0938,0.2188,206
712,1.4332,train,0.3176,713,90.0121,90.0051,119.9939,6.5029,6.5027,24.2419,80,0.3438,0.3438,0.3125,194
713,0.4905,train,0.3168,714,89.9991,89.9945,120.0011,6.3524,6.3524,15.6071,40,0,0.3125,0.6875,227
714,1.265,train,0.017,715,90.0003,105.0105,90,24.7897,6.4489,6.3896,80,0,0.5,0.5,12
715,0.7821,train,0.1919,716,90.0004,105.9639,90,24.6825,6.6763,6.808,80,0,0.0938,0.9062,12
716,4.5326,train,0.0507,717,90.0055,90.0024,90.0013,9.8062,8.4267,9.0582,80,0.9375,0.0625,0,33
717,1.7178,train,0.1966,718,90.0007,89.9999,90.0004,5.3064,9.0679,9.6918,40,0.25,0.3125,0.4375,33
718,0.9587,train,0.3639,719,90.0168,90.0124,119.9929,6.5929,6.5924,24.3657,80,0.5,0,0.5,194
719,2.5386,train,0.2164,720,90.5424,90.6241,29.7608,9.8659,5.6826,13.8649,40,0.9375,0.0625,0,227
720,1.903,train,0.2816,721,90.0034,90.0005,90.0006,10.4814,8.9557,9.5844,80,0.5312,0.0312,0.4375,33
721,1.1483,train,0.4734,722,90.9038,91.0482,30.3148,10.2374,5.9295,14.5988,40,0.5625,0.125,0.3125,227
722,2.16,train,0.2375,723,90.0099,90.003,119.9967,6.3356,6.3356,23.9744,80,0.2188,0.75,0.0312,194
723,2.2564,train,0.244,724,89.9928,90.0071,120.0015,5.1951,5.1948,13.9368,30,0.5,0,0.5,167
724,1.3726,train,0.3326,725,90.0278,89.988,120.0008,5.9814,5.9811,14.5814,40,0.625,0.0625,0.3125,227
725,2.5991,train,0.0744,726,89.9993,90.002,120,5.0391,5.0386,13.584,30,0.0833,0.9167,0,167
726,3.6205,train,0.0981,727,90.004,90.0043,89.9965,9.1549,9.1544,9.1544,80,0.5938,0.4062,0,206
727,1.5327,train,0.1466,728,90.0003,89.9997,120.0003,10.5083,5.2536,14.0461,60,0,0.625,0.375,167
728,2.5688,train,0.2078,729,90.0028,90.0016,90.001,10.1894,8.7335,9.3604,80,0.5625,0.25,0.1875,33
729,3.0249,train,0.1212,730,93.5941,93.0715,30.1257,9.9771,5.7367,14.1381,40,0.5625,0.4375,0,227
730,1.3395,train,0.4065,731,90.0149,90.0103,119.9954,6.4675,6.4671,24.1411,80,0.5312,0.125,0.3438,194
731,2.333,train,0.172,732,90.0019,90.0015,90.001,10.2333,8.7709,9.3962,80,0.4688,0.3438,0.1875,33
732,1.7737,train,0.2141,733,89.9999,104.4479,90.0001,12.2979,3.1189,6.082,20,0.25,0.5,0.25,12
733,1.6914,train,0.4536,734,90.7964,90.9226,30.291,10.0948,5.8455,14.3871,40,0.75,0,0.25,227
734,1.4373,train,0.1922,735,90.0001,104.4779,90.0001,24.75,6.2998,6.1459,80,0.0938,0.625,0.2812,12
735,1.2523,train,0.0619,736,89.997,89.9988,119.9887,6.7075,6.7072,24.6617,80,0,0.5625,0.4375,194
736,1.9526,train,0.1168,737,96.0156,94.8285,30.0816,10.2196,5.8443,14.562,40,0.125,0.875,0,227
737,1.3279,train,0.3806,738,90.0148,90.0104,119.9962,6.4347,6.4344,24.0774,80,0.5625,0.125,0.3125,194
738,1.4538,train,0.4046,739,89.9997,105.179,90.0001,12.135,3.1533,6.288,20,0.5,0,0.5,12
739,2.3759,train,0.0277,740,89.9999,103.7358,90.0001,24.6943,6.1068,5.8324,80,0.2188,0.7812,0,12
740,1.1917,train,0.3908,741,88.9844,88.8314,30.2599,10.1576,5.8797,14.2696,40,0.5,0.3125,0.1875,227
741,2.2826,train,0.0014,742,89.9998,103.7468,90.0001,24.6618,6.098,5.826,80,0.25,0.75,0,12
742,0.936,train,0.3092,743,90.0122,89.9834,119.9986,6.1355,6.1358,14.9172,40,0.0625,0.625,0.3125,227
743,4.478,train,0.0375,744,89.9879,90.0131,120.0014,4.8741,4.8738,13.2515,30,0.75,0.25,0,167
744,1.2802,train,0.263,745,90.012,90.0049,119.9923,6.5822,6.5819,24.3861,80,0.3125,0.2812,0.4062,194
745,2.5224,train,0.1919,746,90.0032,90.0015,90.0009,10.2095,8.7473,9.375,80,0.5938,0.1875,0.2188,33
746,0.3323,train,0.4037,747,89.9811,90.0195,119.9908,6.4641,6.4638,15.7989,40,0,0.125,0.875,227
747,1.5745,train,0.1681,748,89.9991,90.0005,90.0007,10.4834,8.9741,9.595,80,0.1562,0.5625,0.2812,33
748,1.7023,train,0.0837,749,90,104.6857,90.0001,24.6036,6.2992,6.1846,80,0.2188,0.4375,0.3438,12
749,1.7066,train,0.1629,750,90.0005,89.9999,120.0001,5.1894,5.1888,13.9059,30,0,0.75,0.25,167
750,0.9376,train,0.3598,751,90.0142,90.0034,119.9901,6.7077,6.7073,24.6107,80,0.2812,0.1562,0.5625,194
751,1.035,train,0.0825,752,90.0016,90.0015,89.9977,10.0687,10.0687,10.0687,80,0,0.25,0.75,206
752,2.7467,train,0.2004,753,90.0029,90.0034,89.9974,9.3473,9.3469,9.347,80,0.5312,0.2812,0.1875,206
753,1.9847,train,0.1366,754,89.9998,104.4804,90.0001,24.4984,6.2112,6.0629,80,0.3438,0.4062,0.25,12
754,1.5602,train,0.2819,755,90.0172,90.0009,120.0001,6.2591,6.2589,23.7795,80,0.5312,0.4062,0.0625,194
755,1.6068,train,0.2342,756,90.0009,90.0001,90.0005,10.5636,9.0292,9.6533,80,0.2812,0.3125,0.4062,33
756,0.936,train,0.0516,757,90.0007,90.0007,89.9989,10.1941,10.1941,10.1943,80,0.0312,0.0625,0.9062,206
757,1.5468,train,0.1962,758,89.9995,90,90.0005,10.5873,9.0528,9.6745,80,0.1562,0.4688,0.375,33
758,1.6087,train,0.1956,759,89.9993,90.0004,90.0006,10.518,9.0004,9.6215,80,0.1562,0.5312,0.3125,33
759,3.3811,train,0.0816,760,90.0027,90.0022,90.0015,9.9869,8.5775,9.204,80,0.625,0.3438,0.0312,33
760,2.0344,train,0.2565,761,90.0011,90.0019,89.9993,9.5967,9.5963,9.5966,80,0.5312,0,0.4688,206
761,0.8008,train,0.2888,762,90.0182,90.0022,119.9888,6.8002,6.7997,24.7717,80,0.2812,0.0312,0.6875,194
762,1.0025,train,0.2957,763,90.0029,90,119.9897,6.6763,6.676,24.591,80,0.0938,0.4688,0.4375,194
763,0.5225,train,0.2415,764,89.9971,89.9917,119.9904,6.545,6.545,15.7698,40,0,0.0625,0.9375,227
764,3.9718,train,0.0522,765,89.9909,90.0103,120.0011,4.9153,4.915,13.3346,30,0.5833,0.4167,0,167
765,1.6842,train,0.1424,766,90.0004,89.9997,120.0003,5.2326,5.232,13.9994,30,0,0.6667,0.3333,167
766,1.3113,train,0.0594,767,90.0002,104.7733,90.0001,24.8145,6.3964,6.2933,80,0,0.5938,0.4062,12
767,2.0946,train,0.2655,768,90.0011,90.0019,89.9993,9.5967,9.5963,9.5966,80,0.5312,0,0.4688,206
768,1.2702,train,0.1689,769,89.9996,89.9994,120.0006,5.3622,5.3617,14.2797,30,0,0.4167,0.5833,167
769,1.5188,train,0.0134,770,90.0002,104.529,90.0001,24.8392,6.344,6.1971,80,0,0.6875,0.3125,12
770,2.1848,train,0.1607,771,89.9996,104.2684,90.0002,24.3932,6.1232,5.9412,80,0.4688,0.375,0.1562,12
771,2.0414,train,0.1524,772,89.9993,90.0013,90.0012,10.3155,8.8443,9.4651,80,0.2188,0.625,0.1562,33
772,3.3519,train,0.1736,773,89.9888,90.0119,120.0017,10.0072,5.0034,13.5318,60,0.75,0,0.25,167
773,2.0698,train,0.2708,774,90.0111,90.0043,120.0038,6.1652,6.1648,23.5448,80,0.8438,0.0938,0.0625,194
774,1.29,train,0.3804,775,97.5829,98.9537,32.0442,10.1274,5.974,14.8281,40,0.3125,0.1875,0.5,227
775,2.1608,train,0.2565,776,89.994,90.0058,120.0013,5.2158,5.2154,13.9784,30,0.4167,0.0833,0.5,167
776,1.3131,train,0.0303,777,90.0002,104.8531,90.0001,24.8062,6.4139,6.3254,80,0,0.5625,0.4375,12
777,2.7164,train,0.3108,778,90.0153,90.0049,120.0004,6.2672,6.2669,23.7659,80,0.6562,0.2188,0.125,194
778,1.6036,train,0.1993,779,90.0029,90.0029,89.9965,9.6445,9.6443,9.6443,80,0.2188,0.4062,0.375,206
779,1.3542,train,0.2655,780,90,105.0163,90.0001,24.5381,6.3603,6.3066,80,0.25,0.2812,0.4688,12
780,3.9988,train,0.2093,781,90.0062,90.0015,120.0065,6.0828,6.0824,23.3707,80,0.9688,0.0312,0,194
781,1.4595,train,0.1739,782,90.0007,90.0011,89.9993,9.9231,9.9229,9.9232,80,0.2812,0,0.7188,206
782,3.3241,train,0.1056,783,90.0044,90.0045,89.9959,9.1942,9.1938,9.1937,80,0.5,0.5,0,206
783,3.2683,train,0.0676,784,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
784,4.3363,train,0.1351,785,90.0022,90.0034,89.9994,9.0663,9.0655,9.0659,80,0.9375,0,0.0625,206
785,1.2998,train,0.207,786,90.0014,90.0017,89.9984,9.8123,9.812,9.8123,80,0.2812,0.125,0.5938,206
786,2.713,train,0.0421,787,89.9995,90.0021,90.0019,5.0492,8.6759,9.2968,40,0.3125,0.6875,0,33
787,2.4484,train,0.2742,788,90.0017,90.0025,89.9988,9.4189,9.4184,9.4187,80,0.625,0.0625,0.3125,206
788,0.3494,train,0.3241,789,91.397,91.6226,30.4126,10.9802,6.3662,15.6847,40,0,0.1875,0.8125,227
789,0.435,train,0.3936,790,90.0176,90.0137,119.9941,6.3883,6.3878,15.4457,40,0,0.3125,0.6875,227
790,1.9085,train,0.2855,791,90.0028,90.0008,90.0007,10.392,8.8895,9.5168,80,0.5,0.1562,0.3438,33
791,2.4214,train,0.0234,792,89.9998,103.7468,90.0001,12.3309,3.049,5.826,20,0.25,0.75,0,12
792,1.5863,train,0.1533,793,89.9998,104.9112,90.0001,24.3922,6.2809,6.2106,80,0.4062,0.1875,0.4062,12
793,1.3492,train,0.2299,794,96.8288,98.047,31.8421,10.0078,5.8906,14.7054,40,0.25,0.4375,0.3125,227
794,1.4916,train,0.168,795,90.0002,89.9996,120.0004,5.2758,5.2752,14.0928,30,0,0.5833,0.4167,167
795,1.0386,train,0.3872,796,90.0731,88.0955,120.0437,5.9964,5.9948,14.6435,40,0.625,0.0625,0.3125,227
796,3.6805,train,0.0681,797,89.9923,90.0089,120.0009,4.936,4.9356,13.3762,30,0.5,0.5,0,167
797,2.3124,train,0.0799,798,90.0063,90.0053,89.9927,9.3906,9.3906,9.39,80,0.0312,0.9688,0,206
798,1.6739,train,0.2472,799,90.0026,90.0001,90.0005,10.5598,9.0193,9.6467,80,0.4375,0.0938,0.4688,33
799,3.5805,train,0.1024,800,90.004,90.0043,89.9965,9.1549,9.1544,9.1544,80,0.5938,0.4062,0,206
800,1.7218,train,0.0907,801,90,104.6857,90.0001,24.6036,6.2992,6.1846,80,0.2188,0.4375,0.3438,12
801,1.7162,train,0.2284,802,90.0022,90.0024,89.9976,9.6606,9.6604,9.6605,80,0.3125,0.25,0.4375,206
802,0.8103,train,0.2024,803,89.9998,89.9966,90.0001,11.1657,9.496,10.12,80,0.0312,0.125,0.8438,33
803,2.4289,train,0.0879,804,90.006,90.0052,89.9931,9.3644,9.3643,9.3638,80,0.0938,0.9062,0,206
804,2.7687,train,0.2442,805,89.9916,90.0089,120.0015,5.0881,5.0878,13.7084,30,0.5833,0.0833,0.3333,167
805,2.0893,train,0.2523,806,88.4381,88.2003,30.2631,10.2157,5.9135,14.3717,40,0.5,0.25,0.25,227
806,2.8341,train,0.1898,807,90.0032,90.0035,89.9971,9.3196,9.3192,9.3192,80,0.5312,0.3125,0.1562,206
807,2.0427,train,0.2465,808,90.0028,90.0008,90.0007,10.392,8.8895,9.5168,80,0.5,0.1562,0.3438,33
808,1.1263,train,0.2488,809,90.0142,90.0034,119.9901,6.7077,6.7073,24.6107,80,0.2812,0.1562,0.5625,194
809,3.218,train,0.0755,810,89.9952,90.0061,120.0005,4.9772,4.9768,13.4593,30,0.3333,0.6667,0,167
810,0.5409,train,0.287,811,90.0145,89.9956,119.9874,6.8634,6.8629,24.9061,80,0.1562,0.125,0.7188,194
811,3.2201,train,0.111,812,90.0045,90.0046,89.9956,9.2073,9.2069,9.2068,80,0.4688,0.5312,0,206
812,1.0872,train,0.3414,813,90.0099,90.0034,119.9917,6.6022,6.6019,24.4331,80,0.25,0.3438,0.4062,194
813,2.3654,train,0.0261,814,89.9998,103.7468,90.0001,12.3309,3.049,5.826,20,0.25,0.75,0,12
814,3.9917,train,0.2282,815,90.0062,90.0015,120.0065,6.0828,6.0824,23.3707,80,0.9688,0.0312,0,194
815,1.379,train,0.1281,816,90.0034,90.003,89.9955,9.7916,9.7916,9.7914,80,0,0.5625,0.4375,206
816,2.2233,train,0.3239,817,90,89.9973,120.0004,5.8887,5.8888,14.4713,40,0.75,0,0.25,227
817,2.2528,train,0.076,818,90.0064,90.0054,89.9925,9.4037,9.4037,9.4031,80,0,1,0,206
818,1.458,train,0.1275,819,89.9999,89.9995,120.0005,10.6379,5.3184,14.1862,60,0,0.5,0.5,167
819,3.9514,train,0.0877,820,89.9883,90.0127,120.0015,4.9172,4.917,13.3449,30,0.75,0.1667,0.0833,167
820,1.8205,train,0.1942,821,89.9998,104.7501,90.0001,24.4087,6.2459,6.1464,80,0.4062,0.25,0.3438,12
821,1.0429,train,0.0812,822,90.0016,90.0015,89.9977,10.0687,10.0687,10.0687,80,0,0.25,0.75,206
822,2.6879,train,0.1513,823,90.0042,90.0042,89.9956,9.3297,9.3294,9.3292,80,0.375,0.5312,0.0938,206
823,2.1348,train,0.103,824,89.9998,104.396,90.0001,24.5066,6.1937,6.0308,80,0.3438,0.4375,0.2188,12
824,2.3232,train,0.2262,825,89.9928,90.0071,120.0015,5.1951,5.1948,13.9368,30,0.5,0,0.5,167
825,1.6029,train,0.0929,826,90.0001,104.2024,90.0001,24.8397,6.2651,6.0626,80,0.0312,0.7812,0.1875,12
826,3.7011,train,0.1874,827,90.0115,89.9998,120.0055,6.1097,6.1093,23.441,80,0.875,0.125,0,194
827,1.0367,train,0.2047,828,90.0005,89.9974,119.9883,6.7431,6.7427,24.7186,80,0.0312,0.4688,0.5,194
828,1.8274,train,0.136,829,90.0005,89.9999,120.0001,5.1894,5.1888,13.9059,30,0,0.75,0.25,167
829,1.3002,train,0.1191,830,90.0006,90.0008,89.9993,10.0455,10.0454,10.0457,80,0.1875,0,0.8125,206
830,1.4986,train,0.2877,831,90.925,91.0723,30.3158,10.2738,5.9507,14.6483,40,0.625,0,0.375,227
831,3.7395,train,0.1553,832,89.9886,90.0123,120.0016,4.9604,4.9602,13.4383,30,0.75,0.0833,0.1667,167
832,1.5893,train,0.3203,833,90.0128,90.0049,119.9952,6.4468,6.4466,24.138,80,0.375,0.375,0.25,194
833,3.1301,train,0.0917,834,92.1548,92.0238,30.1576,9.839,5.6764,13.8993,40,0.8125,0.1875,0,227
834,2.0183,train,0.072,835,89.9999,104.4479,90.0001,24.5958,6.2379,6.082,80,0.25,0.5,0.25,12
835,2.2177,train,0.2502,836,89.9988,89.9994,120.0006,5.8284,5.8285,14.3393,40,0.6875,0.1875,0.125,227
836,1.5283,train,0.1613,837,90.0002,89.9996,120.0004,5.2758,5.2752,14.0928,30,0,0.5833,0.4167,167
837,1.4169,train,0.0796,838,89.9979,89.9997,90.0004,5.3302,9.1151,9.7342,40,0,0.625,0.375,33
838,1.8353,train,0.3671,839,89.9999,89.998,120.0005,5.8341,5.8343,14.3401,40,0.8125,0,0.1875,227
839,1.6919,train,0.143,840,89.9949,90.0061,119.992,6.5005,6.5004,24.2999,80,0,0.8438,0.1562,194
840,3.0469,train,0.2313,841,90.002,90.0029,89.9989,9.2965,9.2959,9.2962,80,0.7188,0.0625,0.2188,206
841,2.2182,train,0.2081,842,91.0466,91.2135,30.5459,9.7983,5.6886,14.0437,40,0.6875,0.3125,0,227
842,1.3098,train,0.1293,843,90.0031,90.0027,89.996,9.847,9.847,9.8468,80,0,0.5,0.5,206
843,1.5529,train,0.2285,844,90.0007,89.9999,90.0004,10.6128,9.0679,9.6918,80,0.25,0.3125,0.4375,33
844,3.6602,train,0.0746,845,89.9923,90.0089,120.0009,4.936,4.9356,13.3762,30,0.5,0.5,0,167
845,1.1923,train,0.4225,846,90.925,91.0723,30.3158,10.2738,5.9507,14.6483,40,0.625,0,0.375,227
846,3.4041,train,0.1436,847,90.0051,90.0019,90.0009,10.0726,8.6338,9.265,80,0.8125,0,0.1875,33
847,1.1557,train,0.0921,848,89.9986,89.9985,90.0001,5.4342,9.2724,9.8933,40,0,0.4375,0.5625,33
848,1.3185,train,0.1467,849,90.0034,90.003,89.9955,9.7916,9.7916,9.7914,80,0,0.5625,0.4375,206
849,1.476,train,0.2321,850,89.9998,104.9005,90.0001,24.4246,6.2898,6.217,80,0.375,0.2188,0.4062,12
850,1.5541,train,0.0199,851,90.0002,104.4459,90.0001,24.8475,6.3265,6.1651,80,0,0.7188,0.2812,12
851,3.4313,train,0.2295,852,90.009,90.0075,120.0035,6.1794,6.179,23.5615,80,0.875,0.0312,0.0938,194
852,2.086,train,0.068,853,89.9998,104.4804,90.0001,24.4984,6.2112,6.0629,80,0.3438,0.4062,0.25,12
853,1.91,train,0.2871,854,90.0135,90.0032,120.0031,6.1835,6.1832,23.5917,80,0.7812,0.1562,0.0625,194
854,1.4828,train,0.2128,855,89.9956,90.0029,120.0014,5.3867,5.3862,14.3418,30,0.25,0,0.75,167
855,3.7127,train,0.0387,856,90.0038,90.0023,90.0015,4.9469,8.5014,9.1298,40,0.75,0.25,0,33
856,1.5045,train,0.2324,857,90.0015,89.999,90.0004,10.7715,9.1865,9.8124,80,0.2812,0.125,0.5938,33
857,1.2584,train,0.1634,858,90.0008,90.0011,89.9991,9.977,9.9768,9.9771,80,0.2188,0.0312,0.75,206
858,0.8042,train,0.2371,859,89.9998,89.9974,90.0001,11.0471,9.4049,10.0285,80,0.0625,0.1875,0.75,33
859,0.9183,train,0.0411,860,90.0006,90.0006,89.9992,10.2218,10.2218,10.2221,80,0.0312,0.0312,0.9375,206
860,2.7911,train,0.1992,861,90.004,90.0017,90.001,10.131,8.6837,9.3127,80,0.6875,0.125,0.1875,33
861,2.9076,train,0.2438,862,90.0051,90.0019,90.0009,5.0363,8.6338,9.265,40,0.8125,0,0.1875,33
862,1.1253,train,0.2896,863,90.0111,90.0015,119.9899,6.7047,6.7043,24.6175,80,0.2188,0.25,0.5312,194
863,2.5347,train,0.2033,864,90.0032,90.0035,89.9969,9.3735,9.3731,9.3732,80,0.4688,0.3438,0.1875,206
864,1.0995,train,0.2307,865,90.0008,89.9976,90.0003,11.0033,9.3675,9.9927,80,0.1562,0.0938,0.75,33
865,1.2296,train,0.1281,866,90.0002,104.8741,90.0001,24.7412,6.3961,6.3127,80,0.0625,0.5,0.4375,12
866,3.0176,train,0.0414,867,89.9994,103.8693,90.0002,24.3046,6.0002,5.7556,80,0.5938,0.4062,0,12
867,3.1761,train,0.0769,868,90.0014,90.0022,90.0018,10.0107,8.6011,9.2252,80,0.5,0.5,0,33
868,0.9844,train,0.0459,869,90.0007,90.0007,89.9989,10.1941,10.1941,10.1943,80,0.0312,0.0625,0.9062,206
869,2.8803,train,0.134,870,89.9941,90.0068,120.0009,5.043,5.0426,13.6046,30,0.4167,0.4167,0.1667,167
870,1.1093,train,0.3004,871,90.0104,90.0033,119.9913,6.6253,6.625,24.4733,80,0.25,0.3125,0.4375,194
871,1.5688,train,0.3721,872,90.7304,90.8457,30.2783,10.0053,5.7928,14.2566,40,0.8125,0,0.1875,227
872,1.9837,train,0.2326,873,90.0017,90.0008,90.0007,10.4011,8.9007,9.5261,80,0.4062,0.2812,0.3125,33
873,1.0935,train,0.1348,874,89.9988,89.9993,120.0009,10.8972,5.4481,14.4666,60,0,0.25,0.75,167
874,2.1429,train,0.0807,875,89.9998,104.3851,90.0001,24.5391,6.2026,6.0372,80,0.3125,0.4688,0.2188,12
875,0.9436,train,0.2388,876,90.0006,89.9971,90.0003,11.0873,9.4324,10.0577,80,0.125,0.0625,0.8125,33
876,2.3591,train,0.199,877,90.0045,90.0013,90.0008,5.1348,8.7886,9.4187,40,0.6875,0,0.3125,33
877,1.8449,train,0.1653,878,89.9998,104.7285,90.0001,24.4736,6.2637,6.1591,80,0.3438,0.3125,0.3438,12
878,1.0269,train,0.0665,879,90.0023,89.9926,119.9868,6.8456,6.8451,24.9031,80,0,0.375,0.625,194
879,1.931,train,0.0081,880,90.0001,103.7502,90.0001,24.9134,6.1865,5.9092,80,0,0.9688,0.0312,12
880,4.6705,train,0.0836,881,90.0028,90.0038,89.9987,9.024,9.0232,9.0235,80,0.9062,0.0938,0,206
881,2.5011,train,0.2076,882,90.0037,90.0013,90.0008,10.2642,8.7873,9.4161,80,0.625,0.0938,0.2812,33
882,0.7305,train,0.216,883,91.0076,91.1726,30.3521,10.3504,5.9973,14.7837,40,0,0.8125,0.1875,227
883,0.9754,train,0.3298,884,90,105.547,90.0001,24.4803,6.4827,6.5318,80,0.25,0.0625,0.6875,12
884,2.8677,train,0.0372,885,89.9995,103.8357,90.0002,24.402,6.0269,5.7748,80,0.5,0.5,0,12
885,3.6024,train,0.1205,886,90.0046,90.0022,90.0013,9.9339,8.529,9.159,80,0.8125,0.125,0.0625,33
886,5.2861,train,0.0153,887,89.9848,90.016,120.0018,9.6656,4.8326,13.1683,60,0.9167,0.0833,0,167
887,1.1241,train,0.1052,888,90.0022,90.0019,89.997,9.9855,9.9855,9.9855,80,0,0.3438,0.6562,206
888,2.0581,train,0.2167,889,89.9997,104.6899,90.0001,24.352,6.2106,6.1015,80,0.4688,0.2188,0.3125,12
889,1.579,train,0.0404,890,90.0001,104.3834,90.0001,24.7907,6.2912,6.1203,80,0.0625,0.6875,0.25,12
890,3.4881,train,0.1668,891,90.0055,90.0021,90.001,4.987,8.5565,9.1881,40,0.875,0,0.125,33
891,1.1142,train,0.2112,892,90.0167,90.0011,120.0031,5.9058,5.9049,13.9991,40,0.5,0.375,0.125,227
892,1.967,train,0.3358,893,91.1614,91.3477,30.5865,9.8692,5.7321,14.1649,40,0.5,0.1875,0.3125,227
893,2.3782,train,0.1722,894,89.9994,104.4207,90.0002,24.1901,6.0874,5.935,80,0.6562,0.1562,0.1875,12
894,0.997,train,0.3403,895,90.9456,91.0986,30.3308,10.2807,5.9556,14.6709,40,0.3125,0.4375,0.25,227
895,0.0267,train,0.3342,896,89.9985,89.991,119.9911,6.5058,6.5058,15.6882,40,0,0.125,0.875,227
896,2.357,train,0.2559,897,90.0042,90.0012,90.0008,10.2843,8.801,9.4307,80,0.6562,0.0312,0.3125,33
897,1.8144,train,0.1196,898,90.0053,90.0045,89.9936,9.5422,9.5422,9.5418,80,0,0.8438,0.1562,206
898,3.7781,train,0.0467,899,89.9923,90.0089,120.0009,9.8719,4.9356,13.3762,60,0.5,0.5,0,167
899,4.2611,train,0.0445,900,89.9894,90.0117,120.0012,4.8947,4.8944,13.293,30,0.6667,0.3333,0,167
900,2.408,train,0.0911,901,96.9425,98.1463,31.3835,9.7033,5.6831,14.3978,40,0.4375,0.5625,0,227
901,0.274,train,0.3126,902,90.0177,90.0044,120.003,6.1117,6.1107,14.389,40,0.1875,0.5,0.3125,227
902,1.1019,train,0.0973,903,90.002,90.0018,89.9973,10.0132,10.0133,10.0133,80,0,0.3125,0.6875,206
903,1.4668,train,0.3336,904,90.0144,90.0081,119.994,6.5196,6.5193,24.2518,80,0.4375,0.1875,0.375,194
904,2.6558,train,0.2617,905,89.9916,90.0089,120.0015,5.0881,5.0878,13.7084,30,0.5833,0.0833,0.3333,167
905,1.3528,train,0.2762,906,90.0022,89.999,90.0004,10.777,9.1878,9.8151,80,0.3438,0.0312,0.625,33
906,2.576,train,0.2219,907,90.0048,90.0016,90.0008,5.0856,8.7112,9.3419,40,0.75,0,0.25,33
907,3.3943,train,0.0697,908,89.9938,90.0075,120.0007,4.9566,4.9562,13.4178,30,0.4167,0.5833,0,167
908,0.9434,train,0.3801,909,91.0287,91.1936,30.339,10.4164,6.0348,14.86,40,0.4375,0.125,0.4375,227
909,1.2044,train,0.1389,910,89.9992,89.9993,120.0008,5.4054,5.4049,14.3731,30,0,0.3333,0.6667,167
910,3.0148,train,0.072,911,89.9966,90.0048,120.0003,4.9979,4.9974,13.5009,30,0.25,0.75,0,167
911,0.8308,train,0.1993,912,89.9998,89.9966,90.0001,11.1657,9.496,10.12,80,0.0312,0.125,0.8438,33
912,1.8097,train,0.197,913,90.0011,90.0003,90.0006,10.5143,8.9905,9.6149,80,0.3125,0.3125,0.375,33
913,2.1454,train,0.2586,914,90.9296,91.0771,30.5047,9.7274,5.645,13.9226,40,0.875,0.125,0,227
914,1.9226,train,0.2509,915,90.0101,90.0038,119.9946,6.4537,6.4535,24.1684,80,0.2812,0.5,0.2188,194
915,2.5029,train,0.2588,916,90.0013,90.0022,89.9993,9.4743,9.4738,9.4741,80,0.625,0,0.375,206
916,2.3538,train,0.127,917,89.9981,90.0028,120.0004,5.1049,5.1044,13.7293,30,0.1667,0.6667,0.1667,167
917,1.7613,train,0.0838,918,90.0001,104.0394,90.0001,24.8237,6.2212,5.9923,80,0.0625,0.8125,0.125,12
918,3.756,train,0.1573,919,89.9886,90.0123,120.0016,4.9604,4.9602,13.4383,30,0.75,0.0833,0.1667,167
919,1.9156,train,0.1948,920,90.002,90.0005,90.0006,10.4705,8.9531,9.5791,80,0.4062,0.2188,0.375,33
920,1.1998,train,0.3263,921,89.9974,89.9985,120.0009,6.0736,6.0737,14.9502,40,0.1875,0.5,0.3125,227
921,0.5994,train,0.3465,922,90.0172,89.9986,119.9879,6.8433,6.8427,24.859,80,0.2188,0.0625,0.7188,194
922,0.5259,train,0.2816,923,96.8855,98.1698,32.4984,10.4769,6.2113,15.18,40,0,0.1875,0.8125,227
923,1.9965,train,0.3125,924,90.0141,90.0052,119.9964,6.404,6.4037,24.0508,80,0.4375,0.3438,0.2188,194
924,0.7493,train,0.1642,925,90.0133,89.9831,119.9847,7.0299,7.0293,25.2251,80,0,0.125,0.875,194
925,1.0376,train,0.0727,926,90.0005,90.0006,89.9993,10.1679,10.1679,10.1682,80,0.0938,0,0.9062,206
926,2.247,train,0.1988,927,90.0035,90.0035,89.9963,9.4536,9.4533,9.4532,80,0.3438,0.4375,0.2188,206
927,1.4714,train,0.1669,928,89.997,90.0018,120.0011,5.3641,5.3636,14.29,30,0.1667,0.1667,0.6667,167
928,0.7659,train,0.3485,929,91.2274,91.4252,30.3793,10.7116,6.2084,15.2925,40,0.1875,0.1875,0.625,227
929,1.574,train,0.2269,930,89.9998,105.1365,90.0001,12.1999,3.1711,6.3134,20,0.375,0.125,0.5,12
930,2.2573,train,0.1414,931,90.0002,90.0014,90.0012,10.2717,8.807,9.4293,80,0.3125,0.5312,0.1562,33
